key_retro,name_last,name_first
dandr101,Dandridge,Ray
hollj901,Holland,Jack
chaca001,Chacín,Alejandro
lafop001,LaForest,Pete
pierb103,Piercy,Bill
cox-b101,Cox,Billy
aberw101,Abernathy,Woody
palmo001,Palmeiro,Orlando
davic102,Davidson,Claude
grama001,Graman,Alex
willc106,Williams,Chester
deckg101,Decker,George
younk001,Young,Kevin
carlr101,Carlyle,Roy
reyea002,Reyes,Anthony
wilsj108,Wilson,James
lavar001,Lavarnway,Ryan
wrigm101,Wright,Mel
garcc101,García,Chico
mcgij103,McGinley,Jim
escoa003,Escobar,Alcides
ascac101,Ascanio,Carlos
nothc901,Nothnagel,Carl
walkm001,Walker,Mike
gravf101,Graves,Frank
davih102,Davidson,Homer
indij001,India,Jonathan
brinb101,Brinker,Bill
linke101,Linke,Ed
neigb101,Neighbors,Bob
hindr001,Hinds,Rece
mcaud101,McAuliffe,Dick
mcanj001,McAndrew,Jamie
speah101,Spearman,Henry
menel101,Menendez,Louis
kracj101,Kracher,Joe
harmt801,Harmon,Tom
goecb101,Goeckel,Billy
magrt001,Magrann,Tom
petea002,Peterson,Adam
edwac101,Edwards,Chancelor
hubbb101,Hubbell,Bill
coleg001,Cole,Gerrit
hilld002,Hill,Derek
mueld101,Mueller,Don
mccoj102,McCormick,Jim
joneb901,Jones,Bob
wyckj101,Wyckoff,Weldon
fistd001,Fister,Doug
rybes901,Ryberg,Sy
fiskm101,Fiske,Max
snowj001,Snow,J. T.
mendm103,Mendoza,Minnie
fausc101,Faust,Charlie
rojam801,Rojas,Mike
pastp101,Pastor,Pedro
balst101,Balsamo,Tony
matol002,Matos,Luis
fritb701,Fritz,Barry
goode101,Goodson,Ed
henrd101,Henry,Dutch
rodrn002,Rodriguez,Nivaldo
harre101,Harrist,Earl
duffh101,Duffy,Hugh
irwit101,Irwin,Tommy
tremb101,Tremel,Bill
foggj001,Fogg,Josh
paglm001,Pagliarulo,Mike
walsa101,Walsh,Austin
parkb102,Parker,Billy
cashk001,Cash,Kevin
harrt102,Harris,Tommy
poncd001,Ponce de Leon,Daniel
sykes101,Sykes,Stanley
millp001,Miller,Paul
bukeh101,Buker,Henry
albeh001,Alberto,Hanser
duggj101,Duggan,Jim
valdl001,Asencio,Jairo
burce101,Burch,Ernie
evanb001,Evans,Bart
halld002,Hall,Darren
gintm001,Ginter,Matt
jablr101,Jablonski,Ray
thoml103,Thomas,Lee
bellt001,Bell,Terry
flowt001,Flowers,Tyler
murct101,Murchison,Tim
topaj001,Topa,Justin
kleeo101,Klee,Ollie
dalys101,Daly,Sun
gagnc101,Gagnon,Chick
durrr101,Durrett,Red
schoj101,Schoonmaker,Jerry
walkg101,Walker,Gee
smitb115,Smith,Big Bill
strir001,Stripling,Ross
nievf001,Nieve,Fernando
repla101,Replogle,Andy
redug001,Redus,Gary
mathj102,Mathes,Joe
joneg101,Jones,Gordon
tetrj001,Tetreault,Jackson
macke102,MacKenzie,Eric
higha101,High,Andy
herrm102,Herrmann,Marty
gateb101,Gatewood,Bill
rains001,Rain,Steve
morgp102,Morgan,Pepper
rickc102,Ricks,Curtis
duffj102,Duffalo,Jim
gibsg901,Gibson,Greg
bernp101,Bernal,Plácido
hansf101,Hansford,Frank
holom901,Holoka,Mike
beena001,Beene,Andy
durag001,Durán,Germán
carmg101,Carman,George
bundd001,Bundy,Dylan
bielo101,Bielaski,Oscar
robes104,Roberts,Specs
powel102,Powers,Les
sancr001,Sánchez,Rey
mccrc101,McCrone,Stuffy
knapa001,Knapp,Andrew
yound101,Young,Dick
davia003,Davis,Austin
warmc101,Warmoth,Cy
scotd002,Scott,Dick
nalef101,Naleway,Frank
breum101,Breuer,Marv
roe-c001,Roe,Chaz
mulht001,Mulholland,Terry
mendr001,Mendoza,Ramiro
evanc103,Evans,Charley
sullf101,Sullivan,Frank
ginsj101,Ginsberg,Joe
smitt105,Smith,Theolic
shawm001,Shawaryn,Mike
nesba001,Nesbitt,Ángel
freej104,Freeman,Jimmy
obrip101,O'Brien,Pete
mossc101,Moss,Charlie
bevim101,Beville,Monte
rascv101,Raschi,Vic
danig101,Daniels,George
hamaa901,Hamari,Adam
urbab101,Urbanski,Billy
sikob001,Sikorski,Brian
hoffd101,Hoffman,Danny
perer001,Pérez,Robert
kleir701,Kleinfelter,Ron
branb102,Brandon,Darrell
richk101,Richardson,Ken
mclej101,McLeod,Jim
boyeb001,Boyer,Blaine
burkj105,Burke,James
crowj101,Crowley,John
lautb101,Lauterborn,Bill
gonze004,González,Erik
chane102,Chandler,Ed
encac001,Encarnacion-Strand,Christian
ramie002,Ramírez,Elizardo
mcfaa101,McFarlan,Alex
curtc101,Curtis,Cliff
sworl101,Swormstedt,Len
blaks101,Blake,Sheriff
treia101,Treichel,Al
stanj105,Stanka,Joe
joneg102,Jones,Gary
fishj002,Fishman,Jake
sommd801,Sommers,Denny
roa-j001,Roa,Joe
roacj001,Roach,Jason
lacyr101,Lacy,Raymon
minez001,Miner,Zach
odenj101,Oden,Johnnie
nelsj901,Nelson,Jeff
raleb001,Raley,Brooks
sosal001,Sosa,Lenyn
kucej101,Kucek,Jack
nuttd101,Nutter,Everett
shirs101,Shirley,Steve
roges001,Rogers,Steve
buhnj001,Buhner,Jay
austd101,Aust,Dennis
womad101,Womack,Dooley
pleib101,Pleis,Bill
lewic001,Lewis,Colby
longe102,Long,Earnest
brech101,Brecheen,Harry
felip001,Feliz,Pedro
martc007,Martin,Chris
ventj001,Venters,Jonny
gubim001,Gubicza,Mark
tennj101,Tennant,Jim
beard001,Beard,Dave
sunda101,Sunday,Art
baked101,Baker,Dave
fostj001,Foster,John
peacb001,Peacock,Brad
chril103,Christenbury,Lloyd
enrij101,Enright,Jack
allia102,Allison,Andy
mckiz001,McKinstry,Zach
chacg001,Chacín,Gustavo
mansj001,Manship,Jeff
schaj106,Schaeffer,Jesse
grose101,Gross,Emil
sandt101,Sandt,Tommy
connt902,Connor,Tom
pagaa001,Pagán,Ángel
parep101,Pareda,Pastor
snidt001,Snider,Travis
davij006,Davis,J. D.
regaj101,Regan,Joe
zahng001,Zahn,Geoff
chilc101,Childs,Cupid
ryank001,Ryan,Ken
ellar101,Ellam,Roy
ohalg001,O'Halloran,Greg
lansg101,Lansing,Gene
poldb801,Poldberg,Brian
estog101,Estock,George
scuds001,Scudder,Scott
robik002,Robinson,Kerry
gernd101,Gernert,Dick
barnh103,Barnes,Harry
benam001,Benard,Marvin
sullj102,Sullivan,Joe
mccuc001,McCusker,Carson
grifc102,Griffin,Clarence
mathr001,Mathis,Ron
reedj004,Reed,Jeremy
whitt002,White,Tyler
simmh101,Simmons,Hack
hocke101,Hock,Ed
dubuj101,Dubuc,Jean
clarj105,Clark,Jim
phila101,Phillips,Adolfo
alcal101,Alcaraz,Luis
bartv101,Barton,Vince
ravij001,Ravin,Josh
whitf001,White,Frank
flets101,Fletcher,Sam
millm002,Miller,Matt
boyek101,Boyer,Ken
wigif101,Wigington,Fred
younj002,Young,Jason
servs002,Servais,Scott
ciscu101,Cisco,
dovac001,Doval,Camilo
seiga001,Seigler,Anthony
preim101,Preibisch,Mel
covej101,Coveney,Jack
spits001,Spitzbarth,Shea
arozr001,Arozarena,Randy
redhu901,Redheffer,
dalbb001,Dalbec,Bobby
reidr001,Reid,Ryan
normb102,Norman,Billy
fallg101,Fallon,George
hollj102,Holly,Jeff
sukle101,Sukla,Ed
zachc101,Zachary,Chris
lintb101,Linton,Bob
palie101,Palica,Erv
whitd106,White,Don
selmd101,Selma,Dick
obrim101,O'Brien,Dink
corrp101,Coridan,Phil
johnf102,Johnson,Footer
marcp101,Marchildon,Phil
robig101,Robinson,George
neibg101,Neibauer,Gary
siskd001,Sisk,Doug
diazj008,Diaz,Jordan
mcdot001,McDonald,Trevor
willj104,Willis,Jim
iwama001,Iwamura,Akinori
anden001,Anderson,Nick
herne003,Hernandez,Elier
tayls001,Taylor,Scott
johnr003,Johnson,Roy
rodrw001,Rodríguez,Wilfredo
roset001,Rosenthal,Trevor
comej101,Comellas,Jorge
welkt901,Welke,Tim
jonea103,Jones,Al
kinkm001,Kinkade,Mike
pastj101,Pastorius,Jim
holdf101,Holdsworth,Fred
farim001,Fariss,Monty
wella002,Wells,Austin
hallj104,Halla,John
boylh101,Boyles,Harry
oldhj101,Oldham,John
soloe101,Solomon,Eddie
castw001,Castillo,Wilkin
perrp102,Perryman,Parson
bridj101,Brideweser,Jim
lockj001,Locke,Jeff
suhrg101,Suhr,Gus
tritb701,Trittipoe,Ben
minnd101,Minnick,Don
slays102,Slayback,Scottie
verhd001,VerHagen,Drew
edenc101,Eden,Charlie
zibed701,Zibell,Dan
shawu101,Shaw,
bailc001,Bailey,Cory
watks001,Watkins,Scott
mulls001,Mulligan,Sean
wolfe102,Wolf,Ernie
wardt003,Ward,Thaddeus
coope901,Cooper,Eric
grahb801,Graham,Brian
dentb001,Dent,Bucky
tifft001,Tiffee,Terry
zeihh101,Zeiher,Henry
may-d101,May,Dave
toroa001,Toro,Abraham
koenl101,Koenecke,Len
essec101,Essegian,Chuck
sherd001,Sherman,Darrell
adonj001,Adon,Joan
sagmm001,Sagmoen,Marc
knotj001,Knott,Jon
teixm001,Teixeira,Mark
martn003,Martini,Nick
prenm101,Prendergast,Mike
tataj001,Tata,Jordan
burru101,Burrows,
mccab107,McCall,Bill
torrr001,Torreyes,Ronald
mcmib001,McMillon,Billy
johne003,Johnson,Erik
kennb701,Kenney,Bob
albej101,Albertson,Johnny
cox-b103,Cox,Bobby
davij008,Davis,Jaylin
rislb001,Risley,Bill
susds001,Susdorf,Steve
wilsn001,Wilson,Nigel
hillb103,Hill,Ben
candt001,Candiotti,Tom
ray-j001,Ray,Johnny
mccrt101,McCreery,Tom
zipfb101,Zipfel,Bud
belct001,Belcher,Tim
rearf101,Reardon,Francis
pulia001,Pulido,Alfonso
parkb002,Park,Byung Ho
ramir001,Ramírez,Rafael
bergd003,Bergman,Dusty
meelp101,Meeler,Phil
donnc901,Donnelly,Charles
millr108,Miller,Rudy
wellc001,Wells,Casper
livej101,Lively,Jack
smitc008,Smith-Njigba,Canaan
browb001,Brown,Bobby
kingk001,King,Kevin
emerc102,Emerson,Chester
wattj101,Watts,Jack
wardp102,Ward,Pete
boltc001,Bolton,Cody
reyeg001,Reyes,Gil
rodry001,Rodríguez,Yorman
murrb102,Murray,Bill
niels001,Nielsen,Scott
boggm001,Boggs,Mitchell
shawt001,Shaw,Travis
arnop101,Arnold,Paul
garrg101,Garrido,Gil
harrs104,Harris,Sammy
learb101,Leard,Bill
cainl001,Cain,Lorenzo
rilee001,Riles,Ernie
morel101,Moren,Lew
pipgg101,Pipgras,George
hammj001,Hammonds,Jeffrey
byrne001,Byrnes,Eric
brokf101,Brokaw,Fred
younh103,Young,Harley
minod001,Minor,Damon
mashf101,Mashaw,Forrest
baxtm001,Baxter,Mike
sperp101,Speraw,Paul
santp001,Santana,Pedro
day-d001,Day,Dewon
bourr001,Bournigal,Rafael
dimif001,DiMichele,Frank
gardb102,Gardner,Bill
spars001,Sparks,Steve
johna901,Johnson,Adrian
bailm001,Bailey,Mark
doe-f101,Doe,Fred
robij102,Robinson,Jack
mearp001,Meares,Pat
bynuf001,Bynum,Freddie
uttes701,Utter,Stephen
melel101,Meléndez,Luis
burkf101,Burke,Frank
daugd101,Daugherty,Harold
bremh101,Bremer,Herb
waltr102,Walters,Roxy
suggc801,Suggs,Colby
kenyh101,Kenyon,Harry
ericr101,Erickson,Roger
fordd002,Ford,Darren
olsom001,Olson,Matt
reina102,Reinhart,Art
loutr001,Loutos,Ryan
swaic101,Swaim,Cy
parej002,Paredes,Jimmy
boror101,Borom,Red
ryalr001,Ryal,Rusty
javia101,Javier,Al
garrc101,Garrison,Cliff
mccat104,McCabe,Tim
tejaw001,Tejada,Wilfredo
hosme001,Hosmer,Eric
hincm001,Hinckley,Mike
churb101,Church,Bubba
archf101,Archer,Fred
schrp901,Schrieber,Paul
kingj101,King,Jim
baldr001,Baldelli,Rocco
cottc101,Cottier,Chuck
sheej102,Sheehan,Jim
lobef101,Lobert,Frank
pereo001,Pérez,Odalis
johnr107,Johnston,Rex
yochr101,Yochim,Ray
suttl001,Sutton,Larry
parrm101,Parrott,Mike
pieru101,Pierson,
vinci101,Vincent,Irving
ressl101,Ressler,Larry
wohlj001,Wohlford,Jim
snodc901,Snoddy,Carey
monta103,Monteagudo,Aurelio
butch101,Butcher,Hank
upp-j101,Upp,Jerry
stobc101,Stobbs,Chuck
medir001,Medina,Rafael
brigj101,Briggs,John
heatn002,Heath,Nick
mccop001,McCoy,Pat
ewinb101,Ewing,Buck
hogag101,Hogan,George
burra101,Burris,Al
hamit101,Hamilton,Tom
botzb101,Botz,Bob
walta001,Walters,Andrew
madde101,Maddox,Elliott
reynd102,Reynolds,Danny
egglm101,Eggleston,Mack
lyonp101,Lyons,Pat
lambj002,Lamb,John
flaia101,Flair,Al
hermb101,Herman,Billy
gaile001,Gaillard,Eddie
bautr001,Bautista,Rafael
sandr103,Sanders,Reggie
tholj001,Thole,Josh
jamed002,James,Delvin
knowb101,Knowlton,Bill
cloyt001,Cloyd,Tyler
rodrl002,Rodríguez,Luis
rozed001,Rozema,Dave
fletg101,Fletcher,George
clemp901,Clemons,Paul
gantr001,Gant,Ron
baket101,Baker,Tracy
pomes001,Pomeranz,Stu
forrp101,Forrest,Percy
wentj101,Wentz,Jack
showb801,Showalter,Buck
mcbrr001,McBroom,Ryan
whits102,White,Steve
neelb101,Neely,Booker
tabbj101,Tabb,Jerry
castj801,Castro,José
schyj101,Schypinski,Jerry
gerks101,Gerkin,Steve
rosal101,Rosado,Luis
gibsf101,Gibson,Frank
distd101,Distel,George
campj001,Campbell,Jim
ignag101,Ignasiak,Gary
finet101,Fine,Tommy
doved001,Dove,Dennis
webbj001,Webb,John
montl001,Montañez,Luis
loves101,Love,Slim
murrr102,Murray,Ray
moorj106,Moore,Jimmy
beveb101,Bevens,Bill
fuend001,Fuentes,Didier
osbow101,Osborne,Wayne
hintj101,Hinton,John
hoodw101,Hood,Wally
lucic101,Lucid,Con
solim102,Solís,Miguel
steeb102,Steele,Bill
gilbj103,Gilbert,Joe
caglj001,Caglianone,Jac
mcane101,McAnally,Ernie
horwb001,Horwitz,Brian
santj001,Santana,Julio
dandg101,Dandy,George
bookb101,Booker,Buddy
emmeb102,Emmett,Buster
bessd101,Bessent,Don
capec001,Capel,Conner
biddj001,Biddle,Jesse
hernt002,Hernández,Teoscar
stecc101,Stecher,William
pfylm101,Pfyl,Monty
shomd801,Shomon,Derek
infao001,Infante,Omar
hoefb101,Hoeft,Billy
dudlc101,Dudley,Clise
cranw101,Crane,William
wortr101,Wortham,Rich
heflb001,Heflin,Bronson
starb001,Starling,Bubba
shepl801,Shepard,Larry
kille102,Killeen,Evans
selle101,Sell,Epp
higdb101,Higdon,Bill
ryanm001,Ryan,Mike
loped001,Lopes,Davey
weavj001,Weaver,Jim
ariaa001,Arias,Alex
henrp001,Henry,Payton
schoo101,Schomberg,Otto
cartj001,Carter,Joe
maloj101,Maloney,Robert
morah102,Moran,Harry
gerne101,Gerner,Ed
casil001,Casian,Larry
morgu101,Morgan,
adduj002,Adduci,Jim
matts101,Matthias,Steve
mcmaj104,McManus,Joe
andea102,Anderson,Alf
seark102,Searcy,Kelly
atkij101,Atkins,James
pierj101,Pierce,Jack
hayeb101,Hayes,Bill
hainh101,Haines,Hinkey
jungj001,Jung,Josh
pagnm001,Pagnozzi,Matt
tappt101,Tappe,Ted
hoppb101,Hopper,Bill
schoj001,Schoop,Jonathan
ridgj001,Ridgway,Jeff
cabra001,Cabrera,Alex
willk103,Williams,Koney
martk001,Marte,Ketel
lopep001,López,Pedro
gunnt102,Gunn,Teddy
shewj901,Shewmake,Jim
pierl101,Pierce,Leonard
kellb103,Kelly,Bob
milla003,Mills,Alec
ribao001,Ribalta,Orlando
savaj101,Savage,Jimmie
hadlb101,Hadley,Bump
mccob103,McCorry,Bill
bricr101,Brickner,Ralph
morgr101,Morgan,Ray
reedb103,Reed,Billy
peteb002,Peterson,Brock
ash-k101,Ash,Ken
causk901,Causey,Kevin
cletm001,Cleto,Maikel
hogrg101,Hogreiver,George
workg001,Workman,Gage
zimmk001,Zimmer,Kyle
yorkt102,York,Tony
martp106,Martínez,Pablo
philt102,Phillips,Tom
lindd001,Lindsey,Doug
bonht101,Bonham,Tiny
montj003,Montero,Jesús
carrc002,Carrillo,Cesar
broww103,Brown,Walter
spent101,Spencer,Tubby
herer101,Heredía,Ramón
allet102,Allen,Toussaint
moorj105,Moore,Jerry
glocn101,Glockson,Norm
iztuc001,Izturis,César
coonw101,Coon,William
jimej002,Jiménez,Jason
colmf101,Colman,Frank
lauzg101,Lauzerique,George
repab101,Repass,Bob
yajum001,Yajure,Miguel
osgoc101,Osgood,Charlie
brine101,Brinkman,Ed
blodc901,Blodgett,William
caplb101,Caplinger,Bill
delgp101,Delgado,Luis
whitm004,White,Mitch
willr901,Wills,Ryan
longk801,Long,Kevin
peitj101,Peitz,Joe
combm101,Combs,Merrill
bookc001,Booker,Chris
bradj001,Bradley,Jackie
stanr002,Stanek,Ryne
mussm001,Mussina,Mike
blant002,Blankenhorn,Travis
bigew901,Bigelow,W. J.
kellh103,Keller,Hal
mothd101,Mothell,Dink
wachm001,Wacha,Michael
handj101,Handiboe,Jim
brouc101,Broughton,Cal
cartp101,Carter,Paul
aased001,Aase,Don
locks102,Locklin,Stu
bartb001,Barton,Brian
lushj101,Lush,Johnny
strok001,Strowd,Kade
ayalb001,Ayala,Benny
hartm002,Hartley,Mike
osboo101,Osborn,Ozzie
haugg001,Haught,Gary
marbf101,Marberry,Firpo
dykej101,Dykes,Jimmy
geruj001,Gerut,Jody
clarm103,Clark,Morten
kuo-h001,Kuo,Hung-Chih
diazm003,Diaz,Matt
rollr103,Rollings,Red
cavap101,Cavarretta,Phil
bearl101,Bearnarth,Larry
brosf101,Brosseau,Frank
zupof101,Zupo,Frank
bochb003,Bochy,Brett
skolm001,Skole,Matt
schra101,Schroll,Al
isalo101,Isales,Orlando
cooka001,Cook,Andy
selbc001,Selby,Colin
enrib001,Enright,Barry
giart001,Giarratano,Tony
lindb001,Lindsey,Bill
mullj102,Mullen,Jim
curtf101,Curtis,Fred
eastj101,Easton,Jack
brocj901,Brockway,John
rubla101,Ruble,Art
lapod001,LaPoint,Dave
puhlt001,Puhl,Terry
ruizk001,Ruiz,Keibert
heats001,Heathcott,Slade
reitk101,Reitz,Ken
ramij001,Ramírez,Julio
strua101,Strueve,Al
swinr001,Swindle,R. J.
germe001,Germán,Esteban
crumc101,Crum,Cal
lawsd801,Lawson,Dillon
hundr101,Hundley,Randy
solay001,Solarte,Yangervis
belle002,Bellorin,Edwin
delae101,Delahanty,Ed
lampt001,Lampkin,Tom
roblm001,Robles,Mauricio
jorgp101,Jorgensen,Pinky
viele001,Vielma,Engelb
gibsc101,Gibson,Charlie
sainj101,Sain,Johnny
zavac001,Zavaras,Clint
cordj001,Cordero,Jimmy
owchb001,Owchinko,Bob
harrk001,Harrison,Kyle
peetc101,Peete,Charlie
wheee101,Wheeler,Ed
rettm101,Rettenmund,Merv
walsj101,Walsh,Jimmy
rivej101,Rivera,Jim
booee101,Booe,Everett
dills101,Dillard,Steve
kricp101,Krichell,Paul
arrig101,Arrigo,Gerry
reyeg002,Reyes,Gerardo
valdj002,Valdespin,Jordany
cradw101,Craddock,Walt
stewb101,Stewart,Bud
parrg001,Parra,Gerardo
meadp001,Meadows,Parker
crosl102,Cross,Lem
macdb101,Macdonald,Bill
brocf901,Brocklander,Fred
mccup101,McCullough,Phil
basas001,Basallo,Samuel
willa901,Williams,Art
bowel102,Bowe,Lefty
joaqw001,Joaquín,Waldis
taylb106,Taylor,Ben
larsb001,Larson,Brandon
yamaj001,Yamamoto,Jordan
garib101,Garibaldi,Bob
heffd101,Heffner,Don
boylj102,Boyle,Jack
cresf001,Crespo,Felipe
young001,Young,Gerald
presa001,Presley,Alex
rudod103,Rudolph,Don
brucb101,Bruce,Bob
dunna101,Dunning,Andy
diaze001,Díaz,Edgar
fishc102,Fisher,Cherokee
folec101,Foley,Curry
matta101,Mattern,Al
boggd901,Boggess,Dusty
loweg101,Lowe,George
smale001,Small,Ethan
sweem001,Sweeney,Mark
smitr113,Smith,R. S.
edmoe101,Edmonson,Eddie
buffc101,Buffinton,Charlie
cummc102,Cummings,Chance
costp901,Costello,Perry
chrit101,Christopher,Thad
burke001,Burks,Ellis
semlj101,Semler,Joseph
mclap102,McLaughlin,Pat
wilsj004,Wilson,Justin
wertd102,Wertz,Dwight
germf001,Germán,Franklyn
reyea001,Reyes,Alberto
coleb101,Cole,Bert
grosj001,Groshans,Jordan
emslb101,Emslie,Bob
mitcl101,Mitchell,Lloyd
bauet001,Bauer,Trevor
smitm007,Smith,Mallex
villc002,Villanueva,Christian
muncb101,Muncrief,Bob
smito103,Smith,Ollie
wheed001,Wheeler,Dan
aller001,Allen,Rod
bowlj001,Bowlan,Jonathan
learf102,Lear,Fred
welcd101,Welchel,Don
bookp101,Booker,Pete
higgb101,Higgins,Bill
tramt001,Trammell,Taylor
ville002,Villanueva,Elih
hallj105,Hallett,Jack
schoj002,Scholtens,Jesse
jessg101,Jessup,Gentry
curtj102,Curtis,Jack
garcm002,Garcia,Mike
partr102,Partlow,Roy
headl001,Head,Louis
penaj001,Pena,Jim
angen101,Angelini,Norm
kinst101,Kinslow,Tom
espir001,Espinal,Raynel
keedp001,Keedy,Pat
gebrp101,Gebrian,Pete
poncc002,Ponce,Cody
lewad102,Lewandowski,Dan
oneij103,O'Neil,John
jameg101,James,Gus
magij901,Maginnis,Jim
burnm001,Burns,Mike
carro101,Carroll,Ownie
smarj001,Smart,J. D.
cregb101,Creger,Bernie
silvt101,Silverio,Tom
berrj001,Berríos,José
barbj001,Barbato,Johnny
statj102,Staton,Joe
carlf101,Carl,Fred
mackg102,Mack,George
hubem901,Huber,Mike
alexm001,Alexander,Manny
houst001,Houston,Tyler
nichr002,Nichols,Rod
smite104,Smith,Elmer
fettm001,Fetters,Mike
spolp001,Spoljaric,Paul
holls901,Holley,Sam
moord701,Moore,Dave
reisb101,Reisigl,Bugs
andeg102,Anderson,George
seymb001,Seymour,Bob
fostr101,Foster,Roy
rodrg002,Rodríguez,Guilder
frant101,Francona,Tito
marss002,Marshall,Sean
garcr004,García,Rosman
jordr101,Jordan,Rip
mcmig001,McMichael,Greg
trauj001,Trautwein,John
whitb104,White,Bill
restd101,Restelli,Dino
yabuk001,Yabu,Keiichi
hodgu101,Hodges,
thomc005,Thomas,Colby
millr102,Miller,Ralph
bondw101,Bond,Walt
nivar001,Nivar,Ramón
canej101,Caneira,John
wrigr002,Wright,Ron
quadm801,Quade,Mike
knigb901,Knight,Brian
brewt101,Brewer,Tom
kramr001,Kramer,Randy
vonod001,Von Ohlen,Dave
ivorj101,Ivory,Sap
benea002,Benes,Alan
learr801,Leary,Rob
loonb001,Looney,Brian
grifp101,Griffin,Pug
clend101,Clendenon,Donn
jacob102,Jacobs,Bucky
cornt101,Cornutt,Terry
maddk101,Madden,Kid
tolsc101,Tolson,Charles
dulal101,Dula,Louis
murtd101,Murtaugh,Danny
richl103,Richbourg,Lance
russj102,Russell,Jim
johno102,Johns,Ollie
neccr101,Necciai,Ron
shorc101,Shorten,Chick
wisen101,Wise,Nick
goodd001,Gooden,Dwight
thomt001,Thompson,Taylor
bowdr101,Bowden,Ray
frinf101,Frink,Fred
peppb101,Pepper,Bob
frane101,Francis,Earl
hickj002,Hicks,Jordan
olivd102,Oliver,Dave
ormeg101,Orme,George
hedmd801,Hedman,Drew
andej004,Anderson,Josh
benaf001,Benavides,Freddie
roe-p101,Roe,Preacher
hoeyj001,Hoey,Jim
millk101,Miller,Kohly
blanc102,Blank,Coonie
johnj106,Johnston,Johnny
petiy001,Petit,Yusmeiro
ladet001,Ladendorf,Tyler
willc103,Williams,Cy
mckej102,McKeever,Jim
gil-j001,Gil,Jerry
simsl001,Sims,Lucas
joneb101,Jones,Bill
hurtj001,Hurtubise,Jacob
fordb102,Ford,Bob
smitc111,Smith,Clyde
perkc101,Perkins,Cy
butlk001,Butler,Keith
garch001,García,Harvey
oneib801,O'Neil,Buck
hawls101,Hawley,Marvin
rhoab101,Rhoads,Bob
saunj001,Saunders,Joe
altoj101,Altobelli,Joe
keysr101,Keys,Red
lowrd001,Lowry,Dwight
wachp101,Wachtel,Paul
shern102,Sherry,Norm
hannj103,Hanna,John
penaf002,Peña,Félix
hughj001,Hughes,Jared
morre101,Morris,Ed
cox-g102,Cox,George
hechm901,Hecht,Marvin
field001,Fields,Daniel
gords101,Gordon,Sid
walkr102,Walker,Roy
eganb101,Egan,Ben
fordj101,Ford,Jimmy
beebw901,Beebe,W. S.
speij001,Speier,Justin
giamj002,Giambi,Jeremy
englj001,English,Jesse
mcavt101,McAvoy,Tom
milld001,Miller,Darrell
dejei001,de Jesús,Iván
carnr901,Carney,Red
gallj001,Gall,John
ogroj101,Ogrodowski,Joe
stevc002,Stevens,Chad
russh101,Russell,Harvey
wilsd001,Wilson,Dan
grayj004,Gray,Josiah
baked001,Baker,Doug
giamj001,Giambi,Jason
mosel101,Moses,Lefty
mathc101,Mathias,Carl
rojaj003,Rojas,Johan
thoml104,Thomas,Lefty
rappe101,Rapp,Earl
madrb001,Madritsch,Bobby
brewc002,Brewer,Colten
haynj901,Haynie,James
drekr901,Dreke,Roy
simps101,Simpson,Steve
whitb101,Whitehead,Burgess
stevc101,Stevens,Chuck
gereb001,Geren,Bob
reesr102,Reese,Andy
edmob101,Edmondson,Bob
buddr001,Budde,Ryan
kefff101,Keffer,Frank
nickd001,Nickle,Doug
ruizc102,Ruiz,Chico
smith109,Smith,Hal
mccaj003,McCarthy,Jake
haggs001,Haggerty,Sam
landj101,Landrum,Joe
mastm001,Mastrobuoni,Miles
mcmaf101,McManus,Frank
bradc002,Bradford,Chase
dailc101,Daily,Con
browj111,Brown,Jim
bohnt001,Bohn,T. J.
pughj101,Pugh,Johnny
brida101,Bridwell,Al
milez101,Miles,Zell
gibsp001,Gibson,Paul
ellir102,Ellis,Rube
navar001,Navarro,Rey
gillh102,Gillespie,Henry
romaj001,Román,José
younc102,Young,Cy
marcr001,Marchán,Rafael
tuckk001,Tucker,Kyle
willw102,Williams,Wash
stept002,Stephan,Trevor
younb101,Young,Bobby
lotth101,Lott,Honey
baket102,Baker,Tom
wortc001,Worthington,Craig
harrm101,Harris,Mickey
baldj001,Baldwin,Jeff
noonn001,Noonan,Nick
erauj101,Erautt,Joe
klepe102,Klep,Eddie
diazd001,Díaz,Dayán
olivm101,Oliver,Martin
hawka001,Hawkins,Andy
buckb002,Buckner,Billy
johnj003,Johnson,Joe
vered001,Veres,Dave
davip101,Davis,Peaches
lachb801,Lachemann,Bill
quinr002,Quinlan,Robb
worta101,Worthington,Al
regap102,Regalado,Pedro
figun001,Figueroa,Nelson
anded003,Anderson,Drew
welcj102,Welch,Jess
sloat101,Sloan,Tod
shaeu901,Shaesgreen,
descd001,Descalso,Daniel
engeb901,Engel,Bob
howar101,Howard,Red
bengr101,Benge,Ray
hudsc102,Hudson,Charles
johnr008,Johnson,Reed
holmj102,Holmes,Johnny
klofa001,Kloffenstein,Adam
waitr001,Waits,Rick
daleb101,Daley,Bill
fellj101,Feller,Jack
valdp002,Valdéz,Phillips
allej101,Allen,Jamie
kaatj101,Kaat,Jim
keouj101,Keough,Joe
markn001,Markakis,Nick
mcalf101,McAllister,Frank
mclaw101,McLaughlin,Warren
dubom001,Dubón,Mauricio
hietj001,Hietpas,Joe
howaw101,Howard,Wilbur
peard102,Pearce,Dickey
oneip101,O'Neill,Peaches
warrm001,Warren,Mike
