pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,pitches_thrown,hits,walks,home_runs,is_home,park_k_factor,game_id
Dylan Cease,ceasd001,2025-03-28,2025,SDN,ATL,7,4.3,19,75,4,2,1,1,1.08,SDN202503280
Dylan Cease,ceasd001,2025-04-02,2025,SDN,CLE,7,6.3,24,76,4,1,0,1,1.08,SDN202504020
Dylan Cease,ceasd001,2025-04-08,2025,SDN,ATH,4,4.0,23,70,9,3,0,0,1.0,ATH202504080
Dylan Cease,ceasd001,2025-04-14,2025,SDN,CHN,6,5.7,25,86,7,1,1,1,1.08,SDN202504140
Dylan Cease,ceasd001,2025-04-20,2025,SDN,HOU,6,5.0,22,73,6,1,0,0,1.02,HOU202504200
Dylan Cease,ceasd001,2025-04-26,2025,SDN,TBA,6,4.3,23,67,6,4,1,1,1.08,SDN202504260
Dylan Cease,ceasd001,2025-05-02,2025,SDN,PIT,3,4.0,18,74,3,3,0,0,1.0,PIT202505020
Dylan Cease,ceasd001,2025-05-07,2025,SDN,NYA,9,6.7,24,80,1,2,1,0,0.99,NYA202505070
Dylan Cease,ceasd001,2025-05-13,2025,SDN,ANA,10,6.7,25,90,5,1,1,1,1.08,SDN202505130
Dylan Cease,ceasd001,2025-05-20,2025,SDN,TOR,6,7.0,24,80,3,1,2,0,1.0,TOR202505200
Dylan Cease,ceasd001,2025-05-25,2025,SDN,ATL,8,5.0,20,73,6,1,0,0,1.02,ATL202505250
Dylan Cease,ceasd001,2025-05-31,2025,SDN,PIT,6,4.7,22,88,7,1,1,1,1.08,SDN202505310
Dylan Cease,ceasd001,2025-06-05,2025,SDN,SFN,7,5.0,23,66,5,3,0,0,1.03,SFN202506050
Dylan Cease,ceasd001,2025-06-10,2025,SDN,LAN,11,7.0,29,92,3,5,0,1,1.08,SDN202506100
Dylan Cease,ceasd001,2025-06-16,2025,SDN,LAN,9,5.0,25,82,8,1,0,0,1.03,LAN202506160
Dylan Cease,ceasd001,2025-06-21,2025,SDN,KCA,4,6.7,27,98,3,3,0,1,1.08,SDN202506210
Dylan Cease,ceasd001,2025-06-27,2025,SDN,CIN,8,4.0,20,68,5,3,2,0,1.0,CIN202506270
Dylan Cease,ceasd001,2025-07-02,2025,SDN,PHI,4,6.0,26,94,8,0,2,0,1.01,PHI202507022
Dylan Cease,ceasd001,2025-07-09,2025,SDN,ARI,8,6.0,26,78,5,3,3,1,1.08,SDN202507090
Dylan Cease,ceasd001,2025-07-18,2025,SDN,WAS,10,5.3,19,74,4,0,0,0,1.01,WAS202507180
Dylan Cease,ceasd001,2025-07-23,2025,SDN,MIA,5,5.0,23,78,4,3,1,0,0.98,MIA202507230
Dylan Cease,ceasd001,2025-07-28,2025,SDN,NYN,9,4.7,24,75,5,5,1,1,1.08,SDN202507280
Dylan Cease,ceasd001,2025-08-03,2025,SDN,SLN,9,5.0,18,59,1,1,0,1,1.08,SDN202508030
Dylan Cease,ceasd001,2025-08-10,2025,SDN,BOS,7,6.0,22,70,4,2,0,1,1.08,SDN202508100
Dylan Cease,ceasd001,2025-08-16,2025,SDN,LAN,2,3.3,19,67,2,6,0,0,1.03,LAN202508160
Dylan Cease,ceasd001,2025-08-21,2025,SDN,SFN,7,5.0,22,80,6,2,2,1,1.08,SDN202508210
Dylan Cease,ceasd001,2025-08-26,2025,SDN,SEA,5,4.3,20,70,4,3,1,0,1.04,SEA202508260
Dylan Cease,ceasd001,2025-09-01,2025,SDN,BAL,7,4.0,18,80,5,2,0,1,1.08,SDN202509010
Dylan Cease,ceasd001,2025-09-07,2025,SDN,COL,5,5.0,20,92,4,2,0,0,0.92,COL202509070
Dylan Cease,ceasd001,2025-09-13,2025,SDN,COL,6,6.0,24,81,5,1,0,1,1.08,SDN202509130
Dylan Cease,ceasd001,2025-09-19,2025,SDN,CHA,6,6.0,25,80,4,3,1,0,0.99,CHA202509190
Dylan Cease,ceasd001,2025-09-24,2025,SDN,MIL,8,5.0,23,97,6,2,0,1,1.08,SDN202509240
Slade Cecconi,ceccs001,2025-05-17,2025,CLE,CIN,8,5.0,20,64,5,0,1,0,1.0,CIN202505170
Slade Cecconi,ceccs001,2025-05-23,2025,CLE,DET,6,6.0,25,70,5,2,1,0,1.0,DET202505230
Slade Cecconi,ceccs001,2025-05-31,2025,CLE,ANA,3,4.3,22,70,7,3,3,1,1.04,CLE202505310
Slade Cecconi,ceccs001,2025-06-05,2025,CLE,NYA,3,5.0,22,66,5,2,1,0,0.99,NYA202506050
Slade Cecconi,ceccs001,2025-06-10,2025,CLE,CIN,8,5.0,20,68,4,1,0,1,1.04,CLE202506100
Slade Cecconi,ceccs001,2025-06-17,2025,CLE,SFN,6,5.0,23,62,4,3,0,0,1.03,SFN202506170
Slade Cecconi,ceccs001,2025-06-22,2025,CLE,ATH,3,7.0,26,74,6,1,0,0,1.0,ATH202506220
Slade Cecconi,ceccs001,2025-06-28,2025,CLE,SLN,5,4.7,21,74,5,2,1,1,1.04,CLE202506280
Slade Cecconi,ceccs001,2025-07-04,2025,CLE,DET,5,6.0,26,86,6,2,2,1,1.04,CLE202507040
Slade Cecconi,ceccs001,2025-07-09,2025,CLE,HOU,9,7.0,27,75,5,2,0,0,1.02,HOU202507090
Slade Cecconi,ceccs001,2025-07-18,2025,CLE,ATH,2,8.3,33,99,8,0,2,1,1.04,CLE202507180
Slade Cecconi,ceccs001,2025-07-23,2025,CLE,BAL,2,6.0,22,70,5,2,1,1,1.04,CLE202507230
Slade Cecconi,ceccs001,2025-07-28,2025,CLE,COL,3,7.0,28,90,6,2,1,1,1.04,CLE202507280
Slade Cecconi,ceccs001,2025-08-04,2025,CLE,NYN,6,6.0,25,86,4,1,1,0,1.06,NYN202508040
Slade Cecconi,ceccs001,2025-08-10,2025,CLE,CHA,4,3.0,18,48,8,1,2,0,0.99,CHA202508100
Slade Cecconi,ceccs001,2025-08-16,2025,CLE,ATL,3,4.7,27,96,10,2,1,1,1.04,CLE202508160
Slade Cecconi,ceccs001,2025-08-22,2025,CLE,TEX,3,6.0,22,84,4,0,2,0,0.99,TEX202508220
Slade Cecconi,ceccs001,2025-08-27,2025,CLE,TBA,4,6.0,23,76,6,0,1,1,1.04,CLE202508270
Slade Cecconi,ceccs001,2025-09-02,2025,CLE,BOS,8,5.3,26,60,11,0,2,0,0.98,BOS202509020
Slade Cecconi,ceccs001,2025-09-08,2025,CLE,KCA,3,8.0,27,88,1,3,0,1,1.04,CLE202509080
Slade Cecconi,ceccs001,2025-09-14,2025,CLE,CHA,4,5.7,21,82,3,1,1,1,1.04,CLE202509140
Slade Cecconi,ceccs001,2025-09-20,2025,CLE,MIN,8,7.0,23,70,2,1,0,0,1.0,MIN202509201
Slade Cecconi,ceccs001,2025-09-26,2025,CLE,TEX,3,4.0,18,68,5,1,1,1,1.04,CLE202509260
Bubba Chandler,chanb001,2025-09-07,2025,PIT,MIL,3,2.7,19,66,9,3,0,1,1.0,PIT202509070
Bubba Chandler,chanb001,2025-09-13,2025,PIT,WAS,7,6.0,20,69,2,0,0,0,1.01,WAS202509130
Bubba Chandler,chanb001,2025-09-20,2025,PIT,ATH,6,5.0,17,60,1,0,0,1,1.0,PIT202509200
Bubba Chandler,chanb001,2025-09-27,2025,PIT,ATL,6,5.7,21,65,4,0,0,0,1.02,ATL202509270
Aaron Civale,civaa001,2025-03-30,2025,MIL,NYA,2,3.0,14,54,4,1,3,0,0.99,NYA202503300
Aaron Civale,civaa001,2025-05-22,2025,MIL,PIT,3,4.0,18,59,4,2,1,0,1.0,PIT202505220
Aaron Civale,civaa001,2025-05-27,2025,MIL,BOS,4,5.0,18,49,3,1,0,1,1.05,MIL202505270
Aaron Civale,civaa001,2025-06-02,2025,MIL,CIN,5,5.3,23,81,7,1,0,0,1.0,CIN202506020
Aaron Civale,civaa001,2025-06-09,2025,MIL,ATL,5,4.7,21,80,5,2,1,1,1.05,MIL202506090
Aaron Civale,civaa001,2025-06-15,2025,CHA,TEX,4,5.0,24,78,6,4,0,0,0.99,TEX202506150
Aaron Civale,civaa001,2025-06-21,2025,CHA,TOR,2,7.0,31,85,9,1,2,0,1.0,TOR202506210
Aaron Civale,civaa001,2025-06-27,2025,CHA,SFN,4,4.0,19,67,3,4,0,1,0.99,CHA202506270
Aaron Civale,civaa001,2025-07-03,2025,CHA,LAN,4,5.0,23,72,5,2,1,0,1.03,LAN202507030
Aaron Civale,civaa001,2025-07-08,2025,CHA,TOR,0,4.0,22,68,7,2,1,1,0.99,CHA202507080
Aaron Civale,civaa001,2025-07-13,2025,CHA,CLE,3,5.7,22,85,3,2,1,1,0.99,CHA202507130
Aaron Civale,civaa001,2025-07-20,2025,CHA,PIT,6,6.0,21,79,3,1,0,0,1.0,PIT202507200
Aaron Civale,civaa001,2025-07-26,2025,CHA,CHN,6,5.0,18,59,3,0,0,1,0.99,CHA202507260
Aaron Civale,civaa001,2025-08-02,2025,CHA,ANA,8,6.3,22,85,1,2,0,0,0.99,ANA202508020
Aaron Civale,civaa001,2025-08-08,2025,CHA,CLE,6,3.3,20,69,8,2,0,1,0.99,CHA202508080
Aaron Civale,civaa001,2025-08-15,2025,CHA,KCA,3,6.0,25,78,8,1,1,0,0.96,KCA202508150
Aaron Civale,civaa001,2025-08-22,2025,CHA,MIN,5,5.0,24,73,5,4,1,1,0.99,CHA202508220
Aaron Civale,civaa001,2025-08-27,2025,CHA,KCA,4,4.7,20,70,5,1,1,1,0.99,CHA202508270
Patrick Corbin,corbp001,2025-04-08,2025,TEX,CHN,0,4.0,19,71,5,2,1,0,0.97,CHN202504080
Patrick Corbin,corbp001,2025-04-16,2025,TEX,ANA,6,5.3,20,76,5,1,0,1,0.99,TEX202504160
Patrick Corbin,corbp001,2025-04-22,2025,TEX,ATH,4,5.0,24,72,7,2,2,0,1.0,ATH202504220
Patrick Corbin,corbp001,2025-04-28,2025,TEX,ATH,5,4.7,21,91,7,1,0,1,0.99,TEX202504280
Patrick Corbin,corbp001,2025-05-03,2025,TEX,SEA,2,5.7,23,66,5,2,1,1,0.99,TEX202505030
Patrick Corbin,corbp001,2025-05-09,2025,TEX,DET,3,7.0,27,85,3,4,0,0,1.0,DET202505090
Patrick Corbin,corbp001,2025-05-14,2025,TEX,COL,9,6.0,23,75,4,1,2,1,0.99,TEX202505140
Patrick Corbin,corbp001,2025-05-20,2025,TEX,NYA,3,5.0,20,72,5,2,1,0,0.99,NYA202505200
Patrick Corbin,corbp001,2025-05-25,2025,TEX,CHA,6,5.3,22,65,5,1,2,0,0.99,CHA202505250
Patrick Corbin,corbp001,2025-05-31,2025,TEX,SLN,3,5.3,21,74,3,2,0,1,0.99,TEX202505310
Patrick Corbin,corbp001,2025-06-06,2025,TEX,WAS,2,8.0,29,85,5,0,1,0,1.01,WAS202506060
Patrick Corbin,corbp001,2025-06-12,2025,TEX,MIN,6,5.0,24,75,6,3,0,0,1.0,MIN202506120
Patrick Corbin,corbp001,2025-06-18,2025,TEX,KCA,4,5.0,22,64,6,2,1,1,0.99,TEX202506180
Patrick Corbin,corbp001,2025-06-23,2025,TEX,BAL,6,5.0,24,70,9,0,1,0,1.0,BAL202506230
Patrick Corbin,corbp001,2025-06-30,2025,TEX,BAL,6,6.0,27,84,8,1,0,1,0.99,TEX202506300
Patrick Corbin,corbp001,2025-07-05,2025,TEX,SDN,3,6.0,25,74,6,1,1,0,1.08,SDN202507050
Patrick Corbin,corbp001,2025-07-10,2025,TEX,ANA,6,5.0,22,83,7,2,1,0,0.99,ANA202507100
Patrick Corbin,corbp001,2025-07-18,2025,TEX,DET,6,5.7,21,70,3,2,0,1,0.99,TEX202507180
Patrick Corbin,corbp001,2025-07-23,2025,TEX,ATH,7,5.7,22,52,5,0,0,1,0.99,TEX202507230
Patrick Corbin,corbp001,2025-07-29,2025,TEX,ANA,6,5.0,21,88,3,3,0,0,0.99,ANA202507290
Patrick Corbin,corbp001,2025-08-04,2025,TEX,NYA,3,3.0,18,69,6,3,1,1,0.99,TEX202508040
Patrick Corbin,corbp001,2025-08-10,2025,TEX,PHI,1,4.3,19,61,4,3,1,1,0.99,TEX202508100
Patrick Corbin,corbp001,2025-08-16,2025,TEX,TOR,2,2.3,15,44,8,2,1,0,1.0,TOR202508160
Patrick Corbin,corbp001,2025-08-21,2025,TEX,KCA,2,3.7,19,66,7,2,1,0,0.96,KCA202508210
Patrick Corbin,corbp001,2025-08-26,2025,TEX,ANA,8,8.0,27,94,3,1,0,1,0.99,TEX202508260
Patrick Corbin,corbp001,2025-09-01,2025,TEX,ARI,5,5.7,23,71,5,1,3,0,1.03,ARI202509010
Patrick Corbin,corbp001,2025-09-07,2025,TEX,HOU,5,5.7,21,60,3,1,0,1,0.99,TEX202509070
Patrick Corbin,corbp001,2025-09-13,2025,TEX,NYN,5,4.3,21,70,6,2,0,0,1.06,NYN202509130
Patrick Corbin,corbp001,2025-09-23,2025,TEX,MIN,2,3.7,18,53,5,2,0,1,0.99,TEX202509230
Patrick Corbin,corbp001,2025-09-28,2025,TEX,CLE,5,4.0,19,78,4,2,0,0,1.04,CLE202509280
Néstor Cortés,cortn001,2025-03-29,2025,MIL,NYA,2,2.0,17,55,6,5,5,0,0.99,NYA202503290
Néstor Cortés,cortn001,2025-04-03,2025,MIL,CIN,6,6.0,21,70,1,2,0,1,1.05,MIL202504030
Néstor Cortés,cortn001,2025-08-06,2025,SDN,ARI,3,4.7,20,64,3,3,1,0,1.03,ARI202508060
Néstor Cortés,cortn001,2025-08-12,2025,SDN,SFN,6,4.7,21,67,6,1,0,0,1.03,SFN202508120
Néstor Cortés,cortn001,2025-08-18,2025,SDN,SFN,5,5.7,27,78,7,4,3,1,1.08,SDN202508180
Néstor Cortés,cortn001,2025-08-23,2025,SDN,LAN,3,6.0,19,57,1,0,0,1,1.08,SDN202508230
Néstor Cortés,cortn001,2025-08-29,2025,SDN,MIN,2,3.0,15,55,5,2,0,0,1.0,MIN202508290
Néstor Cortés,cortn001,2025-09-03,2025,SDN,BAL,2,2.3,17,43,7,3,4,1,1.08,SDN202509030
Danny Coulombe,could001,2025-06-22,2025,MIN,MIL,2,1.0,5,8,2,0,0,1,1.0,MIN202506220
Austin Cox,cox-a001,2025-08-02,2025,ATL,CIN,1,0.3,4,17,3,0,0,0,1.0,CIN202508020
Cooper Criswell,crisc002,2025-08-01,2025,BOS,HOU,4,7.0,27,71,7,2,1,1,0.98,BOS202508010
Nabil Crismatt,crisn001,2025-08-17,2025,ARI,COL,5,5.0,19,60,3,1,0,0,0.92,COL202508170
Nabil Crismatt,crisn001,2025-08-28,2025,ARI,MIL,2,5.7,27,82,8,1,1,0,1.05,MIL202508280
Nabil Crismatt,crisn001,2025-09-02,2025,ARI,TEX,3,6.3,24,79,7,1,0,1,1.03,ARI202509020
Nabil Crismatt,crisn001,2025-09-08,2025,ARI,SFN,3,4.0,18,42,6,1,2,0,1.03,SFN202509080
Nabil Crismatt,crisn001,2025-09-14,2025,ARI,MIN,4,5.0,21,58,3,0,0,0,1.0,MIN202509140
Garrett Crochet,crocg001,2025-03-27,2025,BOS,TEX,4,5.0,21,72,5,2,0,0,0.99,TEX202503270
Garrett Crochet,crocg001,2025-04-02,2025,BOS,BAL,8,8.0,27,76,4,1,0,0,1.0,BAL202504020
Garrett Crochet,crocg001,2025-04-08,2025,BOS,TOR,5,5.7,27,107,5,4,1,1,0.98,BOS202504080
Garrett Crochet,crocg001,2025-04-13,2025,BOS,CHA,11,7.3,24,73,1,1,0,0,0.99,CHA202504130
Garrett Crochet,crocg001,2025-04-19,2025,BOS,CHA,7,6.0,24,71,4,2,0,1,0.98,BOS202504190
Garrett Crochet,crocg001,2025-04-24,2025,BOS,SEA,9,5.0,25,84,5,5,0,1,0.98,BOS202504240
Garrett Crochet,crocg001,2025-04-29,2025,BOS,TOR,6,7.0,27,73,4,3,1,0,1.0,TOR202504290
Garrett Crochet,crocg001,2025-05-04,2025,BOS,MIN,6,5.0,21,80,4,2,1,1,0.98,BOS202505040
Garrett Crochet,crocg001,2025-05-10,2025,BOS,KCA,9,7.0,29,90,7,1,0,0,0.96,KCA202505100
Garrett Crochet,crocg001,2025-05-16,2025,BOS,ATL,8,7.0,26,92,7,0,2,1,0.98,BOS202505160
Garrett Crochet,crocg001,2025-05-21,2025,BOS,NYN,5,5.3,21,72,5,1,0,1,0.98,BOS202505210
Garrett Crochet,crocg001,2025-05-26,2025,BOS,MIL,11,6.7,27,82,5,2,1,0,1.05,MIL202505260
Garrett Crochet,crocg001,2025-06-01,2025,BOS,ATL,12,7.0,28,100,5,2,1,0,1.02,ATL202506010
Garrett Crochet,crocg001,2025-06-07,2025,BOS,NYA,9,6.0,25,81,6,1,1,0,0.99,NYA202506070
Garrett Crochet,crocg001,2025-06-13,2025,BOS,NYA,7,8.3,30,84,4,1,1,1,0.98,BOS202506130
Garrett Crochet,crocg001,2025-06-18,2025,BOS,SEA,8,6.0,24,78,6,0,0,0,1.04,SEA202506180
Garrett Crochet,crocg001,2025-06-24,2025,BOS,ANA,10,7.0,25,83,3,3,0,0,0.99,ANA202506240
Garrett Crochet,crocg001,2025-06-30,2025,BOS,CIN,9,6.0,26,73,8,1,1,1,0.98,BOS202506300
Garrett Crochet,crocg001,2025-07-06,2025,BOS,WAS,7,5.0,26,86,9,2,0,0,1.01,WAS202507060
Garrett Crochet,crocg001,2025-07-12,2025,BOS,TBA,9,9.0,30,85,3,0,0,1,0.98,BOS202507120
Garrett Crochet,crocg001,2025-07-20,2025,BOS,CHN,5,6.0,26,86,8,2,0,0,0.97,CHN202507200
Garrett Crochet,crocg001,2025-07-26,2025,BOS,LAN,10,6.0,26,77,8,2,2,1,0.98,BOS202507260
Garrett Crochet,crocg001,2025-08-05,2025,BOS,KCA,8,7.0,26,85,4,1,0,1,0.98,BOS202508050
Garrett Crochet,crocg001,2025-08-11,2025,BOS,HOU,5,4.0,20,66,7,1,1,0,1.02,HOU202508110
Garrett Crochet,crocg001,2025-08-17,2025,BOS,MIA,8,7.0,26,80,3,1,1,1,0.98,BOS202508170
Garrett Crochet,crocg001,2025-08-23,2025,BOS,NYA,11,7.0,27,96,5,1,1,0,0.99,NYA202508230
Garrett Crochet,crocg001,2025-08-28,2025,BOS,BAL,7,6.0,25,80,6,0,1,0,1.0,BAL202508280
Garrett Crochet,crocg001,2025-09-02,2025,BOS,CLE,4,6.0,26,74,9,0,4,1,0.98,BOS202509020
Garrett Crochet,crocg001,2025-09-08,2025,BOS,ATH,10,7.0,24,70,3,0,0,0,1.0,ATH202509080
Garrett Crochet,crocg001,2025-09-14,2025,BOS,NYA,12,6.0,24,91,5,1,2,1,0.98,BOS202509140
Garrett Crochet,crocg001,2025-09-19,2025,BOS,TBA,9,6.0,25,75,4,3,2,0,1.05,TBA202509190
Garrett Crochet,crocg001,2025-09-24,2025,BOS,TOR,6,8.0,26,83,3,0,0,0,1.0,TOR202509240
Caden Dana,danac001,2025-09-03,2025,ANA,KCA,4,5.0,18,58,2,1,0,0,0.96,KCA202509030
Caden Dana,danac001,2025-09-08,2025,ANA,MIN,9,4.7,24,81,5,5,2,1,0.99,ANA202509080
Caden Dana,danac001,2025-09-16,2025,ANA,MIL,4,3.7,21,88,8,3,1,0,1.05,MIL202509160
Caden Dana,danac001,2025-09-21,2025,ANA,COL,5,6.0,23,69,3,3,1,0,0.92,COL202509210
Caden Dana,danac001,2025-09-27,2025,ANA,HOU,5,7.0,26,77,5,1,3,1,0.99,ANA202509270
Davis Daniel,danid001,2025-07-13,2025,ATL,SLN,5,4.0,17,67,2,3,0,0,1.0,SLN202507130
Davis Daniel,danid001,2025-07-22,2025,ATL,SFN,3,5.0,25,86,7,4,1,1,1.02,ATL202507220
Yu Darvish,darvy001,2025-07-07,2025,SDN,ARI,5,3.7,18,53,3,3,0,1,1.08,SDN202507070
Yu Darvish,darvy001,2025-07-12,2025,SDN,PHI,2,4.7,22,74,5,3,0,1,1.08,SDN202507120
Yu Darvish,darvy001,2025-07-19,2025,SDN,WAS,1,5.0,20,65,5,1,0,0,1.01,WAS202507190
Yu Darvish,darvy001,2025-07-24,2025,SDN,SLN,3,3.3,20,58,8,2,2,0,1.0,SLN202507240
Yu Darvish,darvy001,2025-07-30,2025,SDN,NYN,7,7.0,23,56,2,0,0,1,1.08,SDN202507300
Yu Darvish,darvy001,2025-08-05,2025,SDN,ARI,5,4.0,16,58,3,2,1,0,1.03,ARI202508050
Yu Darvish,darvy001,2025-08-11,2025,SDN,SFN,6,6.0,21,63,4,0,1,0,1.03,SFN202508110
Yu Darvish,darvy001,2025-08-17,2025,SDN,LAN,5,4.0,17,71,3,2,2,0,1.03,LAN202508170
Yu Darvish,darvy001,2025-08-22,2025,SDN,LAN,5,6.0,20,54,1,1,1,1,1.08,SDN202508220
Yu Darvish,darvy001,2025-08-27,2025,SDN,SEA,3,4.0,17,55,4,1,1,0,1.04,SEA202508270
Yu Darvish,darvy001,2025-09-02,2025,SDN,BAL,6,4.0,20,57,6,2,1,1,1.08,SDN202509020
Yu Darvish,darvy001,2025-09-08,2025,SDN,CIN,7,5.7,23,64,6,0,2,1,1.08,SDN202509080
Yu Darvish,darvy001,2025-09-14,2025,SDN,COL,5,5.0,20,68,4,0,1,1,1.08,SDN202509140
Yu Darvish,darvy001,2025-09-20,2025,SDN,CHA,4,4.7,19,73,6,0,0,0,0.99,CHA202509200
Yu Darvish,darvy001,2025-09-26,2025,SDN,ARI,4,5.0,20,69,6,2,2,1,1.08,SDN202509260
Jacob deGrom,degrj001,2025-03-30,2025,TEX,BOS,6,5.0,20,50,2,2,0,1,0.99,TEX202503300
Jacob deGrom,degrj001,2025-04-05,2025,TEX,TBA,3,5.7,24,74,8,0,2,1,0.99,TEX202504050
Jacob deGrom,degrj001,2025-04-11,2025,TEX,SEA,4,4.0,19,72,3,4,2,0,1.04,SEA202504110
Jacob deGrom,degrj001,2025-04-18,2025,TEX,LAN,7,7.0,24,69,3,1,1,1,0.99,TEX202504180
Jacob deGrom,degrj001,2025-04-24,2025,TEX,ATH,6,5.3,22,71,6,0,0,0,1.0,ATH202504240
Jacob deGrom,degrj001,2025-04-29,2025,TEX,ATH,7,6.0,20,59,4,0,0,1,0.99,TEX202504290
Jacob deGrom,degrj001,2025-05-04,2025,TEX,SEA,3,5.0,20,66,3,2,0,1,0.99,TEX202505040
Jacob deGrom,degrj001,2025-05-10,2025,TEX,DET,10,5.0,20,71,5,1,2,0,1.0,DET202505100
Jacob deGrom,degrj001,2025-05-15,2025,TEX,HOU,7,8.0,30,71,5,1,0,1,0.99,TEX202505150
Jacob deGrom,degrj001,2025-05-21,2025,TEX,NYA,9,7.0,25,81,3,1,1,0,0.99,NYA202505210
Jacob deGrom,degrj001,2025-05-26,2025,TEX,TOR,0,5.3,23,64,5,2,1,1,0.99,TEX202505260
Jacob deGrom,degrj001,2025-06-01,2025,TEX,SLN,4,6.0,23,60,4,3,0,1,0.99,TEX202506010
Jacob deGrom,degrj001,2025-06-07,2025,TEX,WAS,8,7.0,23,70,2,0,0,0,1.01,WAS202506070
Jacob deGrom,degrj001,2025-06-14,2025,TEX,CHA,6,6.0,22,70,5,0,0,1,0.99,TEX202506140
Jacob deGrom,degrj001,2025-06-20,2025,TEX,PIT,7,6.0,24,77,5,1,0,0,1.0,PIT202506200
Jacob deGrom,degrj001,2025-06-25,2025,TEX,BAL,7,7.0,24,70,1,2,0,0,1.0,BAL202506250
Jacob deGrom,degrj001,2025-07-01,2025,TEX,BAL,6,6.0,23,68,5,1,1,1,0.99,TEX202507010
Jacob deGrom,degrj001,2025-07-07,2025,TEX,ANA,5,5.0,22,69,5,2,1,0,0.99,ANA202507070
Jacob deGrom,degrj001,2025-07-12,2025,TEX,HOU,8,6.0,23,68,4,1,2,0,1.02,HOU202507120
Jacob deGrom,degrj001,2025-07-22,2025,TEX,ATH,9,6.0,22,78,3,1,1,1,0.99,TEX202507220
Jacob deGrom,degrj001,2025-07-28,2025,TEX,ANA,8,5.3,24,80,7,1,2,0,0.99,ANA202507280
Jacob deGrom,degrj001,2025-08-03,2025,TEX,SEA,5,5.0,22,72,4,3,3,0,1.04,SEA202508030
Jacob deGrom,degrj001,2025-08-09,2025,TEX,PHI,8,6.7,26,73,6,1,0,1,0.99,TEX202508090
Jacob deGrom,degrj001,2025-08-15,2025,TEX,TOR,5,5.0,18,62,2,0,0,0,1.0,TOR202508150
Jacob deGrom,degrj001,2025-08-25,2025,TEX,ANA,7,5.0,20,80,3,2,1,1,0.99,TEX202508250
Jacob deGrom,degrj001,2025-08-31,2025,TEX,ATH,6,5.0,18,74,2,1,0,0,1.0,ATH202508310
Jacob deGrom,degrj001,2025-09-06,2025,TEX,HOU,8,5.3,24,69,5,2,2,1,0.99,TEX202509060
Jacob deGrom,degrj001,2025-09-12,2025,TEX,NYN,2,7.0,25,78,4,0,1,0,1.06,NYN202509120
Jacob deGrom,degrj001,2025-09-17,2025,TEX,HOU,6,5.0,22,63,6,1,2,0,1.02,HOU202509170
Jacob deGrom,degrj001,2025-09-24,2025,TEX,MIN,8,5.0,17,62,2,1,1,1,0.99,TEX202509240
José De León,delej003,2025-09-28,2025,BOS,DET,8,6.7,28,93,8,3,1,1,0.98,BOS202509280
Anthony DeSclafani,desca001,2025-07-06,2025,ARI,KCA,6,4.0,17,51,4,0,2,1,1.03,ARI202507060
Anthony DeSclafani,desca001,2025-08-01,2025,ARI,ATH,0,2.3,16,59,5,3,1,0,1.0,ATH202508010
Anthony DeSclafani,desca001,2025-08-06,2025,ARI,SDN,4,4.3,16,67,3,0,0,1,1.03,ARI202508060
Anthony DeSclafani,desca001,2025-08-12,2025,ARI,TEX,3,3.0,15,49,3,2,0,0,0.99,TEX202508120
Chris Devenski,devec001,2025-07-06,2025,NYN,NYA,2,2.0,7,24,1,0,0,1,1.06,NYN202507060
Hunter Dobbins,dobbh001,2025-04-06,2025,BOS,SLN,5,5.0,24,74,8,2,0,1,0.98,BOS202504062
Hunter Dobbins,dobbh001,2025-04-18,2025,BOS,CHA,6,6.0,23,61,3,0,1,1,0.98,BOS202504180
Hunter Dobbins,dobbh001,2025-05-03,2025,BOS,MIN,2,5.7,27,79,7,2,1,1,0.98,BOS202505030
Hunter Dobbins,dobbh001,2025-05-09,2025,BOS,KCA,6,6.0,22,63,5,0,0,0,0.96,KCA202505090
Hunter Dobbins,dobbh001,2025-05-14,2025,BOS,DET,4,5.0,23,71,9,0,1,0,1.0,DET202505140
Hunter Dobbins,dobbh001,2025-05-19,2025,BOS,NYN,2,4.7,18,52,5,1,0,1,0.98,BOS202505190
Hunter Dobbins,dobbh001,2025-05-24,2025,BOS,BAL,7,4.0,18,58,5,1,0,1,0.98,BOS202505241
Hunter Dobbins,dobbh001,2025-06-08,2025,BOS,NYA,0,5.0,18,56,4,0,2,0,0.99,NYA202506080
Hunter Dobbins,dobbh001,2025-06-14,2025,BOS,NYA,5,6.0,21,65,2,1,0,1,0.98,BOS202506140
Hunter Dobbins,dobbh001,2025-06-20,2025,BOS,SFN,1,4.0,20,63,4,5,0,0,1.03,SFN202506200
Hunter Dobbins,dobbh001,2025-07-11,2025,BOS,TBA,2,1.7,8,24,2,1,0,1,0.98,BOS202507110
Chase Dollander,dollc001,2025-04-06,2025,COL,ATH,6,5.0,22,73,7,1,2,1,0.92,COL202504060
Chase Dollander,dollc001,2025-04-12,2025,COL,SDN,7,5.7,22,93,3,2,2,0,1.08,SDN202504120
Chase Dollander,dollc001,2025-04-19,2025,COL,WAS,5,4.0,24,62,9,2,4,1,0.92,COL202504190
Chase Dollander,dollc001,2025-04-24,2025,COL,KCA,3,4.7,22,76,7,2,0,0,0.96,KCA202504242
