pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,pitches_thrown,hits,walks,home_runs,is_home,park_k_factor,game_id
Dean Kremer,kremd001,2025-05-31,2025,BAL,CHA,7,6.0,26,75,6,2,0,1,1.0,BAL202505310
Dean Kremer,kremd001,2025-06-06,2025,BAL,ATH,2,5.3,24,66,8,1,0,0,1.0,ATH202506060
Dean Kremer,kremd001,2025-06-17,2025,BAL,TBA,4,5.0,19,61,4,2,0,0,1.05,TBA202506170
Dean Kremer,kremd001,2025-06-22,2025,BAL,NYA,7,5.7,23,73,5,1,0,0,0.99,NYA202506220
Dean Kremer,kremd001,2025-06-29,2025,BAL,TBA,6,7.0,24,78,3,1,0,1,1.0,BAL202506290
Dean Kremer,kremd001,2025-07-05,2025,BAL,ATL,3,4.3,22,77,8,1,2,0,1.02,ATL202507050
Dean Kremer,kremd001,2025-07-11,2025,BAL,MIA,7,7.0,25,77,3,1,0,1,1.0,BAL202507110
Dean Kremer,kremd001,2025-07-19,2025,BAL,TBA,6,7.0,25,77,3,3,0,0,1.05,TBA202507190
Dean Kremer,kremd001,2025-07-25,2025,BAL,COL,5,6.0,26,75,6,2,2,1,1.0,BAL202507250
Dean Kremer,kremd001,2025-07-30,2025,BAL,TOR,5,5.0,22,72,6,2,1,1,1.0,BAL202507300
Dean Kremer,kremd001,2025-08-05,2025,BAL,PHI,6,6.0,26,98,8,1,1,0,1.01,PHI202508050
Dean Kremer,kremd001,2025-08-12,2025,BAL,SEA,6,8.0,27,84,5,1,0,1,1.0,BAL202508120
Dean Kremer,kremd001,2025-08-17,2025,BAL,HOU,7,7.0,24,90,3,1,0,0,1.02,HOU202508170
Dean Kremer,kremd001,2025-08-23,2025,BAL,HOU,4,5.0,23,66,7,1,3,1,1.0,BAL202508230
Dean Kremer,kremd001,2025-08-29,2025,BAL,SFN,1,3.0,19,76,9,2,0,0,1.03,SFN202508290
Dean Kremer,kremd001,2025-09-05,2025,BAL,LAN,4,3.0,11,38,0,1,0,1,1.0,BAL202509050
Dean Kremer,kremd001,2025-09-16,2025,BAL,CHA,4,5.7,23,85,4,3,1,0,0.99,CHA202509160
Dean Kremer,kremd001,2025-09-23,2025,BAL,TBA,4,6.3,22,80,1,0,0,1,1.0,BAL202509230
Jacob Latz,latzj001,2025-06-08,2025,TEX,WAS,7,3.3,12,46,2,2,1,0,1.01,WAS202506080
Jacob Latz,latzj001,2025-06-24,2025,TEX,BAL,4,6.0,21,66,1,3,0,0,1.0,BAL202506240
Jacob Latz,latzj001,2025-07-20,2025,TEX,DET,3,5.0,21,72,6,2,0,1,0.99,TEX202507200
Jacob Latz,latzj001,2025-08-27,2025,TEX,ANA,5,4.3,17,46,4,1,1,1,0.99,TEX202508270
Jacob Latz,latzj001,2025-09-02,2025,TEX,ARI,1,5.3,22,67,5,2,0,0,1.03,ARI202509020
Jacob Latz,latzj001,2025-09-08,2025,TEX,MIL,4,5.7,19,74,3,1,0,1,0.99,TEX202509080
Jacob Latz,latzj001,2025-09-14,2025,TEX,NYN,4,4.7,20,81,2,4,0,0,1.06,NYN202509140
Jacob Latz,latzj001,2025-09-27,2025,TEX,CLE,6,5.3,19,75,5,0,1,0,1.04,CLE202509270
Eric Lauer,lauee001,2025-05-17,2025,TOR,DET,5,3.0,12,39,3,0,1,1,1.0,TOR202505170
Eric Lauer,lauee001,2025-05-23,2025,TOR,TBA,2,4.3,21,77,6,2,2,0,1.05,TBA202505230
Eric Lauer,lauee001,2025-06-11,2025,TOR,SLN,4,4.3,19,67,4,1,1,0,1.0,SLN202506110
Eric Lauer,lauee001,2025-06-18,2025,TOR,ARI,8,5.0,20,59,4,1,0,1,1.0,TOR202506180
Eric Lauer,lauee001,2025-06-24,2025,TOR,CLE,5,5.3,23,81,5,3,1,0,1.04,CLE202506240
Eric Lauer,lauee001,2025-06-29,2025,TOR,BOS,4,4.3,20,75,7,0,1,0,0.98,BOS202506290
Eric Lauer,lauee001,2025-07-04,2025,TOR,ANA,6,6.0,22,69,3,1,0,1,1.0,TOR202507040
Eric Lauer,lauee001,2025-07-09,2025,TOR,CHA,7,4.0,17,63,4,1,0,0,0.99,CHA202507090
Eric Lauer,lauee001,2025-07-19,2025,TOR,SFN,7,6.0,20,67,2,0,1,1,1.0,TOR202507190
Eric Lauer,lauee001,2025-07-24,2025,TOR,DET,6,8.0,29,84,5,0,1,0,1.0,DET202507240
Eric Lauer,lauee001,2025-07-29,2025,TOR,BAL,4,5.0,21,66,5,1,0,0,1.0,BAL202507292
Eric Lauer,lauee001,2025-08-04,2025,TOR,COL,4,6.0,24,88,7,1,0,0,0.92,COL202508040
Eric Lauer,lauee001,2025-08-10,2025,TOR,LAN,4,3.0,18,59,6,4,2,0,1.03,LAN202508100
Eric Lauer,lauee001,2025-08-16,2025,TOR,TEX,4,5.0,23,79,4,3,0,1,1.0,TOR202508160
Eric Lauer,lauee001,2025-08-27,2025,TOR,MIN,4,4.7,24,82,10,0,4,1,1.0,TOR202508270
Kyle Leahy,leahk001,2025-09-28,2025,SLN,CHN,1,3.0,9,34,1,0,0,0,0.97,CHN202509280
Jordan Leasure,leasj001,2025-06-24,2025,CHA,ARI,1,1.0,4,18,1,0,1,1,0.99,CHA202506240
Casey Legumina,leguc001,2025-05-20,2025,SEA,CHA,1,1.0,5,18,1,1,0,0,0.99,CHA202505200
Jack Leiter,leitj001,2025-03-28,2025,TEX,BOS,4,5.0,20,72,5,1,0,1,0.99,TEX202503280
Jack Leiter,leitj001,2025-04-02,2025,TEX,CIN,6,5.0,16,61,1,0,0,0,1.0,CIN202504020
Jack Leiter,leitj001,2025-04-27,2025,TEX,SFN,3,3.3,16,65,2,4,0,0,1.03,SFN202504270
Jack Leiter,leitj001,2025-05-02,2025,TEX,SEA,2,4.3,23,83,8,2,2,1,0.99,TEX202505020
Jack Leiter,leitj001,2025-05-08,2025,TEX,BOS,3,5.3,24,71,3,4,0,0,0.98,BOS202505080
Jack Leiter,leitj001,2025-05-13,2025,TEX,COL,5,6.0,22,69,2,3,0,1,0.99,TEX202505130
Jack Leiter,leitj001,2025-05-18,2025,TEX,HOU,4,7.0,25,70,3,2,1,1,0.99,TEX202505180
Jack Leiter,leitj001,2025-05-24,2025,TEX,CHA,3,5.0,26,83,6,5,1,0,0.99,CHA202505240
Jack Leiter,leitj001,2025-05-30,2025,TEX,SLN,6,5.7,22,87,3,2,0,1,0.99,TEX202505300
Jack Leiter,leitj001,2025-06-05,2025,TEX,TBA,6,5.0,19,65,3,1,1,0,1.05,TBA202506050
Jack Leiter,leitj001,2025-06-11,2025,TEX,MIN,3,4.0,19,73,5,4,1,0,1.0,MIN202506110
Jack Leiter,leitj001,2025-06-17,2025,TEX,KCA,4,5.7,27,73,8,2,3,1,0.99,TEX202506170
Jack Leiter,leitj001,2025-06-22,2025,TEX,PIT,2,4.0,19,77,5,2,0,0,1.0,PIT202506220
Jack Leiter,leitj001,2025-06-29,2025,TEX,SEA,7,6.0,26,80,7,0,0,1,0.99,TEX202506290
Jack Leiter,leitj001,2025-07-06,2025,TEX,SDN,5,3.7,18,70,5,2,0,0,1.08,SDN202507060
Jack Leiter,leitj001,2025-07-11,2025,TEX,HOU,6,5.3,24,71,5,4,1,0,1.02,HOU202507110
Jack Leiter,leitj001,2025-07-21,2025,TEX,ATH,7,6.0,27,87,4,4,1,1,0.99,TEX202507210
Jack Leiter,leitj001,2025-07-27,2025,TEX,ATL,7,6.0,23,92,2,3,0,1,0.99,TEX202507270
Jack Leiter,leitj001,2025-08-01,2025,TEX,SEA,7,4.3,19,79,3,3,0,0,1.04,SEA202508010
Jack Leiter,leitj001,2025-08-06,2025,TEX,NYA,3,3.3,17,64,3,4,0,1,0.99,TEX202508060
Jack Leiter,leitj001,2025-08-12,2025,TEX,ARI,3,5.0,22,84,4,2,1,1,0.99,TEX202508120
Jack Leiter,leitj001,2025-08-18,2025,TEX,KCA,5,3.7,20,72,6,3,2,0,0.96,KCA202508180
Jack Leiter,leitj001,2025-08-23,2025,TEX,CLE,10,7.0,23,90,2,0,0,1,0.99,TEX202508230
Jack Leiter,leitj001,2025-08-29,2025,TEX,ATH,7,6.0,24,90,5,2,0,0,1.0,ATH202508290
Jack Leiter,leitj001,2025-09-03,2025,TEX,ARI,8,6.0,23,89,3,3,0,0,1.03,ARI202509030
Jack Leiter,leitj001,2025-09-09,2025,TEX,MIL,4,4.7,22,81,7,2,0,1,0.99,TEX202509090
Jack Leiter,leitj001,2025-09-15,2025,TEX,HOU,4,6.7,28,87,5,1,1,0,1.02,HOU202509150
Jack Leiter,leitj001,2025-09-20,2025,TEX,MIA,4,5.7,26,77,8,1,2,1,0.99,TEX202509200
Jack Leiter,leitj001,2025-09-26,2025,TEX,CLE,10,7.0,26,94,4,1,1,0,1.04,CLE202509260
Matthew Liberatore,libem001,2025-04-01,2025,SLN,ANA,4,6.0,22,65,6,0,0,1,1.0,SLN202504010
Matthew Liberatore,libem001,2025-04-07,2025,SLN,PIT,7,6.3,27,87,8,0,1,0,1.0,PIT202504070
Matthew Liberatore,libem001,2025-04-13,2025,SLN,PHI,7,6.0,22,75,3,1,0,1,1.0,SLN202504130
Matthew Liberatore,libem001,2025-04-19,2025,SLN,NYN,6,6.7,27,89,6,1,0,0,1.06,NYN202504190
Matthew Liberatore,libem001,2025-04-25,2025,SLN,MIL,4,6.0,23,89,5,0,0,1,1.0,SLN202504250
Matthew Liberatore,libem001,2025-05-01,2025,SLN,CIN,2,3.0,12,32,2,1,1,0,1.0,CIN202505010
Matthew Liberatore,libem001,2025-05-06,2025,SLN,PIT,8,7.0,27,83,3,3,0,1,1.0,SLN202505060
Matthew Liberatore,libem001,2025-05-12,2025,SLN,PHI,4,5.3,24,75,7,1,0,0,1.01,PHI202505120
Matthew Liberatore,libem001,2025-05-18,2025,SLN,KCA,5,6.0,26,87,6,1,0,0,0.96,KCA202505180
Matthew Liberatore,libem001,2025-05-24,2025,SLN,ARI,4,7.0,27,80,6,0,1,1,1.0,SLN202505240
Matthew Liberatore,libem001,2025-05-30,2025,SLN,TEX,5,5.0,23,76,7,1,1,0,0.99,TEX202505300
Matthew Liberatore,libem001,2025-06-05,2025,SLN,KCA,2,4.0,21,53,8,1,2,1,1.0,SLN202506052
Matthew Liberatore,libem001,2025-06-11,2025,SLN,TOR,4,5.0,25,79,9,1,1,1,1.0,SLN202506110
Matthew Liberatore,libem001,2025-06-17,2025,SLN,CHA,4,6.0,23,74,5,0,0,0,0.99,CHA202506170
Matthew Liberatore,libem001,2025-06-23,2025,SLN,CHN,5,7.0,27,72,6,1,0,1,1.0,SLN202506230
Matthew Liberatore,libem001,2025-06-29,2025,SLN,CLE,5,6.0,25,83,3,5,0,0,1.04,CLE202506290
Matthew Liberatore,libem001,2025-07-05,2025,SLN,CHN,4,5.0,23,85,4,4,1,0,0.97,CHN202507050
Matthew Liberatore,libem001,2025-07-11,2025,SLN,ATL,0,3.0,18,70,9,1,2,1,1.0,SLN202507110
Matthew Liberatore,libem001,2025-07-26,2025,SLN,SDN,3,4.3,22,71,6,2,0,1,1.0,SLN202507260
Matthew Liberatore,libem001,2025-08-01,2025,SLN,SDN,1,4.3,20,63,4,2,0,0,1.08,SDN202508010
Matthew Liberatore,libem001,2025-08-06,2025,SLN,LAN,1,4.0,19,55,6,1,1,0,1.03,LAN202508060
Matthew Liberatore,libem001,2025-08-12,2025,SLN,COL,3,4.0,16,80,4,1,1,1,1.0,SLN202508120
Matthew Liberatore,libem001,2025-08-18,2025,SLN,MIA,5,5.0,21,62,5,1,1,0,0.98,MIA202508180
Matthew Liberatore,libem001,2025-08-24,2025,SLN,TBA,5,4.3,19,68,3,3,1,0,1.05,TBA202508240
Matthew Liberatore,libem001,2025-08-29,2025,SLN,CIN,4,5.0,25,78,8,2,2,0,1.0,CIN202508290
Matthew Liberatore,libem001,2025-09-03,2025,SLN,ATH,7,5.3,21,72,4,1,0,1,1.0,SLN202509030
Matthew Liberatore,libem001,2025-09-09,2025,SLN,SEA,1,4.0,20,55,6,3,2,0,1.04,SEA202509090
Matthew Liberatore,libem001,2025-09-15,2025,SLN,CIN,6,6.0,23,69,4,1,1,1,1.0,SLN202509150
Matthew Liberatore,libem001,2025-09-21,2025,SLN,MIL,6,5.0,20,76,5,1,0,1,1.0,SLN202509210
Zack Littell,littz001,2025-03-29,2025,TBA,COL,7,6.0,22,76,4,0,0,1,1.05,TBA202503290
Zack Littell,littz001,2025-04-04,2025,TBA,TEX,3,7.0,27,77,6,2,1,0,0.99,TEX202504040
Zack Littell,littz001,2025-04-10,2025,TBA,ANA,4,4.0,21,58,8,1,4,1,1.05,TBA202504100
Zack Littell,littz001,2025-04-16,2025,TBA,BOS,5,6.0,25,60,5,3,1,1,1.05,TBA202504160
Zack Littell,littz001,2025-04-22,2025,TBA,ARI,2,6.0,24,83,6,1,2,0,1.03,ARI202504220
Zack Littell,littz001,2025-04-27,2025,TBA,SDN,1,5.0,20,61,5,1,0,0,1.08,SDN202504270
Zack Littell,littz001,2025-05-03,2025,TBA,NYA,3,7.0,24,54,3,0,2,0,0.99,NYA202505030
Zack Littell,littz001,2025-05-09,2025,TBA,MIL,5,6.0,25,79,6,1,0,1,1.05,TBA202505090
Zack Littell,littz001,2025-05-15,2025,TBA,TOR,2,7.3,28,74,8,1,3,0,1.0,TOR202505150
Zack Littell,littz001,2025-05-20,2025,TBA,HOU,6,5.0,23,73,7,0,1,1,1.05,TBA202505200
Zack Littell,littz001,2025-05-26,2025,TBA,MIN,4,6.3,21,63,3,0,0,1,1.05,TBA202505260
Zack Littell,littz001,2025-05-31,2025,TBA,HOU,6,9.0,37,98,10,1,2,0,1.02,HOU202505310
Zack Littell,littz001,2025-06-06,2025,TBA,MIA,4,6.0,23,65,6,0,1,1,1.05,TBA202506060
Zack Littell,littz001,2025-06-11,2025,TBA,BOS,6,6.0,27,85,8,0,4,0,0.98,BOS202506110
Zack Littell,littz001,2025-06-17,2025,TBA,BAL,3,6.0,25,78,7,0,1,1,1.05,TBA202506170
Zack Littell,littz001,2025-06-22,2025,TBA,DET,5,5.0,19,62,4,0,0,1,1.05,TBA202506220
Zack Littell,littz001,2025-06-28,2025,TBA,BAL,5,7.0,25,74,3,2,1,0,1.0,BAL202506280
Zack Littell,littz001,2025-07-04,2025,TBA,MIN,5,6.0,23,71,4,2,1,0,1.0,MIN202507040
Zack Littell,littz001,2025-07-09,2025,TBA,DET,4,5.7,24,82,6,2,0,0,1.0,DET202507090
Zack Littell,littz001,2025-07-19,2025,TBA,BAL,3,6.0,24,70,7,0,0,1,1.05,TBA202507190
Zack Littell,littz001,2025-07-25,2025,TBA,CIN,2,6.0,29,88,10,0,2,0,1.0,CIN202507250
Zack Littell,littz001,2025-07-30,2025,TBA,NYA,4,5.0,21,86,2,4,0,0,0.99,NYA202507300
Zack Littell,littz001,2025-08-05,2025,CIN,CHN,8,7.0,26,65,3,2,1,0,0.97,CHN202508050
Zack Littell,littz001,2025-08-10,2025,CIN,PIT,3,4.7,24,68,9,0,0,0,1.0,PIT202508100
Zack Littell,littz001,2025-08-16,2025,CIN,MIL,3,6.0,24,84,4,1,0,1,1.0,CIN202508160
Zack Littell,littz001,2025-08-22,2025,CIN,ARI,3,3.0,17,60,4,3,1,0,1.03,ARI202508220
Zack Littell,littz001,2025-08-29,2025,CIN,SLN,4,7.0,28,76,6,0,2,1,1.0,CIN202508290
Zack Littell,littz001,2025-09-03,2025,CIN,TOR,6,4.3,20,60,7,1,4,1,1.0,CIN202509030
Zack Littell,littz001,2025-09-09,2025,CIN,SDN,4,6.0,22,79,2,1,0,0,1.08,SDN202509090
Zack Littell,littz001,2025-09-15,2025,CIN,SLN,3,5.7,22,63,5,0,0,0,1.0,SLN202509150
Zack Littell,littz001,2025-09-20,2025,CIN,CHN,4,5.0,19,53,3,1,2,1,1.0,CIN202509200
Zack Littell,littz001,2025-09-26,2025,CIN,MIL,3,4.7,20,84,3,2,0,0,1.05,MIL202509260
Ben Lively,liveb001,2025-03-27,2025,CLE,KCA,3,5.0,19,54,4,0,1,0,0.96,KCA202503270
Ben Lively,liveb001,2025-04-02,2025,CLE,SDN,4,4.3,21,76,7,2,1,0,1.08,SDN202504020
Ben Lively,liveb001,2025-04-08,2025,CLE,CHA,4,5.0,17,65,2,3,0,1,1.04,CLE202504080
Ben Lively,liveb001,2025-04-13,2025,CLE,KCA,5,6.0,24,88,7,2,1,1,1.04,CLE202504130
Ben Lively,liveb001,2025-04-19,2025,CLE,PIT,3,5.3,21,73,4,1,0,0,1.0,PIT202504190
Ben Lively,liveb001,2025-04-26,2025,CLE,BOS,4,5.0,24,81,6,3,2,1,1.04,CLE202504261
Ben Lively,liveb001,2025-05-01,2025,CLE,MIN,2,5.7,22,70,5,0,0,1,1.04,CLE202505010
Ben Lively,liveb001,2025-05-06,2025,CLE,WAS,3,5.3,18,55,2,2,1,0,1.01,WAS202505062
Ben Lively,liveb001,2025-05-12,2025,CLE,MIL,1,3.0,12,41,1,2,0,1,1.04,CLE202505120
Nick Lodolo,lodon001,2025-03-29,2025,CIN,SFN,1,6.0,23,83,5,0,1,1,1.0,CIN202503290
Nick Lodolo,lodon001,2025-04-03,2025,CIN,MIL,4,6.7,25,79,4,0,0,0,1.05,MIL202504030
Nick Lodolo,lodon001,2025-04-08,2025,CIN,SFN,3,6.0,23,71,3,1,0,0,1.03,SFN202504080
Nick Lodolo,lodon001,2025-04-15,2025,CIN,SEA,6,4.7,21,80,5,1,2,1,1.0,CIN202504150
Nick Lodolo,lodon001,2025-04-21,2025,CIN,MIA,4,5.7,26,82,7,2,1,0,0.98,MIA202504210
Nick Lodolo,lodon001,2025-04-27,2025,CIN,COL,9,7.0,25,78,2,1,0,0,0.92,COL202504270
Nick Lodolo,lodon001,2025-05-03,2025,CIN,WAS,4,5.3,31,91,10,2,1,1,1.0,CIN202505030
Nick Lodolo,lodon001,2025-05-08,2025,CIN,ATL,7,6.0,23,85,5,0,0,0,1.02,ATL202505080
Nick Lodolo,lodon001,2025-05-14,2025,CIN,CHA,4,5.3,24,92,7,2,1,1,1.0,CIN202505140
Nick Lodolo,lodon001,2025-05-19,2025,CIN,PIT,7,6.0,24,79,4,1,0,0,1.0,PIT202505190
Nick Lodolo,lodon001,2025-05-25,2025,CIN,CHN,6,5.0,23,73,6,2,1,1,1.0,CIN202505250
Nick Lodolo,lodon001,2025-05-31,2025,CIN,CHN,5,6.0,22,79,5,2,0,0,0.97,CHN202505310
Nick Lodolo,lodon001,2025-06-06,2025,CIN,ARI,4,6.0,21,75,5,0,2,1,1.0,CIN202506060
Nick Lodolo,lodon001,2025-06-11,2025,CIN,CLE,6,3.3,17,56,5,2,1,0,1.04,CLE202506110
Nick Lodolo,lodon001,2025-06-18,2025,CIN,MIN,4,6.0,24,72,3,2,1,1,1.0,CIN202506180
Nick Lodolo,lodon001,2025-06-23,2025,CIN,NYA,6,4.3,20,66,6,0,1,1,1.0,CIN202506230
Nick Lodolo,lodon001,2025-06-29,2025,CIN,SDN,5,5.3,26,87,7,2,1,1,1.0,CIN202506290
Nick Lodolo,lodon001,2025-07-05,2025,CIN,PHI,8,6.0,24,76,4,2,2,0,1.01,PHI202507050
Nick Lodolo,lodon001,2025-07-10,2025,CIN,MIA,4,6.0,21,81,3,0,0,1,1.0,CIN202507100
Nick Lodolo,lodon001,2025-07-18,2025,CIN,NYN,7,7.0,26,89,4,1,1,0,1.06,NYN202507180
Nick Lodolo,lodon001,2025-07-23,2025,CIN,WAS,8,9.0,30,84,4,0,0,0,1.01,WAS202507230
Nick Lodolo,lodon001,2025-07-29,2025,CIN,LAN,11,5.3,22,70,6,1,1,1,1.0,CIN202507290
Nick Lodolo,lodon001,2025-08-04,2025,CIN,CHN,1,1.7,5,17,0,0,0,0,0.97,CHN202508040
Nick Lodolo,lodon001,2025-08-27,2025,CIN,LAN,6,4.7,21,60,5,1,0,0,1.03,LAN202508270
Nick Lodolo,lodon001,2025-09-08,2025,CIN,SDN,2,5.0,18,61,2,1,0,0,1.08,SDN202509080
Nick Lodolo,lodon001,2025-09-14,2025,CIN,ATH,5,5.3,25,76,8,0,3,0,1.0,ATH202509140
Nick Lodolo,lodon001,2025-09-19,2025,CIN,CHN,7,4.7,23,80,9,2,2,1,1.0,CIN202509190
Nick Lodolo,lodon001,2025-09-25,2025,CIN,PIT,12,6.3,22,71,2,1,0,1,1.0,CIN202509250
Jacob Lopez,lopej007,2025-04-29,2025,ATH,TEX,4,2.7,18,69,6,4,0,0,0.99,TEX202504290
Jacob Lopez,lopej007,2025-05-23,2025,ATH,PHI,8,7.0,26,78,3,1,1,1,1.0,ATH202505230
Jacob Lopez,lopej007,2025-05-29,2025,ATH,TOR,0,1.7,12,36,6,1,2,0,1.0,TOR202505290
Jacob Lopez,lopej007,2025-06-08,2025,ATH,BAL,5,4.0,17,75,4,2,0,1,1.0,ATH202506080
Jacob Lopez,lopej007,2025-06-14,2025,ATH,KCA,9,6.0,23,87,3,1,0,0,0.96,KCA202506140
Jacob Lopez,lopej007,2025-06-19,2025,ATH,HOU,9,6.0,27,73,4,3,0,1,1.0,ATH202506190
Jacob Lopez,lopej007,2025-06-25,2025,ATH,DET,6,7.0,25,80,3,1,0,0,1.0,DET202506250
Jacob Lopez,lopej007,2025-06-30,2025,ATH,TBA,1,3.3,16,44,5,1,1,0,1.05,TBA202506300
Jacob Lopez,lopej007,2025-07-06,2025,ATH,SFN,8,4.3,20,53,5,1,1,1,1.0,ATH202507060
Jacob Lopez,lopej007,2025-07-12,2025,ATH,TOR,5,5.0,21,79,4,2,1,1,1.0,ATH202507120
Jacob Lopez,lopej007,2025-07-21,2025,ATH,TEX,6,5.0,21,87,4,3,2,0,0.99,TEX202507210
Jacob Lopez,lopej007,2025-07-26,2025,ATH,HOU,4,4.3,19,77,2,4,0,0,1.02,HOU202507260
Jacob Lopez,lopej007,2025-08-01,2025,ATH,ARI,5,5.0,21,73,5,2,0,1,1.0,ATH202508010
Jacob Lopez,lopej007,2025-08-07,2025,ATH,WAS,10,7.7,25,100,3,0,0,0,1.01,WAS202508070
Jacob Lopez,lopej007,2025-08-12,2025,ATH,TBA,9,7.0,24,85,4,0,0,1,1.0,ATH202508120
Jacob Lopez,lopej007,2025-08-19,2025,ATH,MIN,8,6.0,24,70,4,1,2,0,1.0,MIN202508190
Jacob Lopez,lopej007,2025-08-24,2025,ATH,SEA,2,2.0,18,56,6,6,2,0,1.04,SEA202508240
Pablo López,lopep002,2025-03-27,2025,MIN,SLN,3,5.0,22,84,8,0,1,0,1.0,SLN202503270
Pablo López,lopep002,2025-04-02,2025,MIN,CHA,5,7.0,26,80,4,1,1,0,0.99,CHA202504020
Pablo López,lopep002,2025-04-08,2025,MIN,KCA,6,4.7,19,54,3,1,0,0,0.96,KCA202504080
Pablo López,lopep002,2025-04-25,2025,MIN,ANA,6,5.0,22,82,5,2,0,1,1.0,MIN202504250
Pablo López,lopep002,2025-04-30,2025,MIN,CLE,6,6.3,23,75,4,0,0,0,1.04,CLE202504300
Pablo López,lopep002,2025-05-06,2025,MIN,BAL,11,5.0,18,80,2,1,0,1,1.0,MIN202505060
Pablo López,lopep002,2025-05-11,2025,MIN,SFN,6,6.0,25,82,5,2,1,1,1.0,MIN202505110
Pablo López,lopep002,2025-05-17,2025,MIN,MIL,6,6.0,22,70,2,2,0,0,1.05,MIL202505170
Pablo López,lopep002,2025-05-23,2025,MIN,KCA,5,5.7,26,90,7,0,0,1,1.0,MIN202505230
Pablo López,lopep002,2025-05-28,2025,MIN,TBA,3,5.0,23,80,7,2,2,0,1.05,TBA202505280
Pablo López,lopep002,2025-06-03,2025,MIN,ATH,4,5.0,21,53,4,3,0,0,1.0,ATH202506030
Pablo López,lopep002,2025-09-05,2025,MIN,KCA,4,6.0,25,85,6,1,1,0,0.96,KCA202509050
Pablo López,lopep002,2025-09-12,2025,MIN,ARI,6,5.0,23,86,4,3,0,1,1.0,MIN202509120
Pablo López,lopep002,2025-09-19,2025,MIN,CLE,2,4.0,17,59,3,2,0,1,1.0,MIN202509190
Reynaldo López,loper003,2025-03-28,2025,ATL,SDN,1,5.0,25,85,9,2,1,0,1.08,SDN202503280
Brad Lord,lordb001,2025-04-08,2025,WAS,LAN,4,3.0,13,47,2,2,0,1,1.01,WAS202504080
Brad Lord,lordb001,2025-04-14,2025,WAS,PIT,1,4.3,18,45,6,3,0,0,1.0,PIT202504140
Brad Lord,lordb001,2025-04-20,2025,WAS,COL,5,4.0,20,58,5,2,0,0,0.92,COL202504202
Brad Lord,lordb001,2025-04-26,2025,WAS,NYN,3,4.0,16,70,5,0,1,1,1.01,WAS202504260
Brad Lord,lordb001,2025-05-01,2025,WAS,PHI,4,5.0,21,64,6,1,0,0,1.01,PHI202505010
Brad Lord,lordb001,2025-05-06,2025,WAS,CLE,4,6.0,23,87,3,1,1,1,1.01,WAS202505062
Brad Lord,lordb001,2025-07-22,2025,WAS,CIN,1,4.0,16,45,6,0,0,1,1.01,WAS202507220
Brad Lord,lordb001,2025-07-28,2025,WAS,HOU,2,5.3,18,54,1,1,0,0,1.02,HOU202507280
Brad Lord,lordb001,2025-08-03,2025,WAS,MIL,6,4.7,21,81,6,2,1,1,1.01,WAS202508030
Brad Lord,lordb001,2025-08-09,2025,WAS,SFN,5,6.0,23,71,4,2,1,0,1.03,SFN202508090
Brad Lord,lordb001,2025-08-14,2025,WAS,PHI,3,6.0,25,85,7,1,0,1,1.01,WAS202508140
Brad Lord,lordb001,2025-08-20,2025,WAS,NYN,4,5.3,23,75,7,2,1,1,1.01,WAS202508200
Brad Lord,lordb001,2025-08-25,2025,WAS,NYA,5,4.3,23,66,8,2,2,0,0.99,NYA202508250
Brad Lord,lordb001,2025-08-31,2025,WAS,TBA,3,3.0,16,53,5,2,1,1,1.01,WAS202508310
Brad Lord,lordb001,2025-09-06,2025,WAS,CHN,7,5.7,21,77,2,4,0,0,0.97,CHN202509060
Brad Lord,lordb001,2025-09-12,2025,WAS,PIT,4,6.0,25,86,7,0,1,1,1.01,WAS202509120
Brad Lord,lordb001,2025-09-17,2025,WAS,ATL,4,5.3,22,93,6,1,0,1,1.01,WAS202509170
Brad Lord,lordb001,2025-09-23,2025,WAS,ATL,4,6.0,23,89,4,1,2,0,1.02,ATL202509230
Brad Lord,lordb001,2025-09-28,2025,WAS,CHA,4,4.0,19,77,5,2,3,1,1.01,WAS202509280
Michael Lorenzen,lorem002,2025-04-01,2025,KCA,MIL,7,5.3,24,91,5,3,1,0,1.05,MIL202504010
Michael Lorenzen,lorem002,2025-04-07,2025,KCA,MIN,3,6.0,23,66,5,0,0,1,0.96,KCA202504070
Michael Lorenzen,lorem002,2025-04-12,2025,KCA,CLE,4,5.7,25,80,7,1,1,0,1.04,CLE202504120
Michael Lorenzen,lorem002,2025-04-17,2025,KCA,DET,3,4.7,24,97,7,3,0,0,1.0,DET202504170
Michael Lorenzen,lorem002,2025-04-24,2025,KCA,COL,7,6.0,26,83,5,4,1,1,0.96,KCA202504242
Michael Lorenzen,lorem002,2025-04-29,2025,KCA,TBA,4,6.0,24,79,4,2,1,0,1.05,TBA202504290
Michael Lorenzen,lorem002,2025-05-04,2025,KCA,BAL,5,4.7,22,72,7,1,4,0,1.0,BAL202505040
Michael Lorenzen,lorem002,2025-05-09,2025,KCA,BOS,7,7.0,25,75,3,0,0,1,0.96,KCA202505090
Michael Lorenzen,lorem002,2025-05-14,2025,KCA,HOU,5,7.3,27,74,7,1,1,0,1.02,HOU202505140
Michael Lorenzen,lorem002,2025-05-20,2025,KCA,SFN,5,4.7,23,89,7,1,0,0,1.03,SFN202505200
